Data,Ano,Mes_Numero,Mes_Nome,Trimestre,Semana,Dia_Semana,Dia_Mes,Fim_Semana,Ano_Mes,Black_Friday,Natal
2022-02-07,2022,2,Fevereiro,1,6,Segunda,7,False,2022-02,False,False
2022-02-08,2022,2,Fevereiro,1,6,Terça,8,False,2022-02,False,False
2022-02-09,2022,2,Fevereiro,1,6,Quarta,9,False,2022-02,False,False
2022-02-10,2022,2,Fevereiro,1,6,Quinta,10,False,2022-02,False,False
2022-02-11,2022,2,Fevereiro,1,6,Sexta,11,False,2022-02,False,False
2022-02-12,2022,2,Fevereiro,1,6,Sábado,12,True,2022-02,False,False
2022-02-13,2022,2,Fevereiro,1,6,Domingo,13,True,2022-02,False,False
2022-02-14,2022,2,Fevereiro,1,7,Segunda,14,False,2022-02,False,False
2022-02-15,2022,2,Fevereiro,1,7,Terça,15,False,2022-02,False,False
2022-02-16,2022,2,Fevereiro,1,7,Quarta,16,False,2022-02,False,False
2022-02-17,2022,2,Fevereiro,1,7,Quinta,17,False,2022-02,False,False
2022-02-18,2022,2,Fevereiro,1,7,Sexta,18,False,2022-02,False,False
2022-02-19,2022,2,Fevereiro,1,7,Sábado,19,True,2022-02,False,False
2022-02-20,2022,2,Fevereiro,1,7,Domingo,20,True,2022-02,False,False
2022-02-21,2022,2,Fevereiro,1,8,Segunda,21,False,2022-02,False,False
2022-02-22,2022,2,Fevereiro,1,8,Terça,22,False,2022-02,False,False
2022-02-23,2022,2,Fevereiro,1,8,Quarta,23,False,2022-02,False,False
2022-02-24,2022,2,Fevereiro,1,8,Quinta,24,False,2022-02,False,False
2022-02-25,2022,2,Fevereiro,1,8,Sexta,25,False,2022-02,False,False
2022-02-26,2022,2,Fevereiro,1,8,Sábado,26,True,2022-02,False,False
2022-02-27,2022,2,Fevereiro,1,8,Domingo,27,True,2022-02,False,False
2022-02-28,2022,2,Fevereiro,1,9,Segunda,28,False,2022-02,False,False
2022-03-01,2022,3,Março,1,9,Terça,1,False,2022-03,False,False
2022-03-02,2022,3,Março,1,9,Quarta,2,False,2022-03,False,False
2022-03-03,2022,3,Março,1,9,Quinta,3,False,2022-03,False,False
2022-03-04,2022,3,Março,1,9,Sexta,4,False,2022-03,False,False
2022-03-05,2022,3,Março,1,9,Sábado,5,True,2022-03,False,False
2022-03-06,2022,3,Março,1,9,Domingo,6,True,2022-03,False,False
2022-03-07,2022,3,Março,1,10,Segunda,7,False,2022-03,False,False
2022-03-08,2022,3,Março,1,10,Terça,8,False,2022-03,False,False
2022-03-09,2022,3,Março,1,10,Quarta,9,False,2022-03,False,False
2022-03-10,2022,3,Março,1,10,Quinta,10,False,2022-03,False,False
2022-03-11,2022,3,Março,1,10,Sexta,11,False,2022-03,False,False
2022-03-12,2022,3,Março,1,10,Sábado,12,True,2022-03,False,False
2022-03-13,2022,3,Março,1,10,Domingo,13,True,2022-03,False,False
2022-03-14,2022,3,Março,1,11,Segunda,14,False,2022-03,False,False
2022-03-15,2022,3,Março,1,11,Terça,15,False,2022-03,False,False
2022-03-16,2022,3,Março,1,11,Quarta,16,False,2022-03,False,False
2022-03-17,2022,3,Março,1,11,Quinta,17,False,2022-03,False,False
2022-03-18,2022,3,Março,1,11,Sexta,18,False,2022-03,False,False
2022-03-19,2022,3,Março,1,11,Sábado,19,True,2022-03,False,False
2022-03-20,2022,3,Março,1,11,Domingo,20,True,2022-03,False,False
2022-03-21,2022,3,Março,1,12,Segunda,21,False,2022-03,False,False
2022-03-22,2022,3,Março,1,12,Terça,22,False,2022-03,False,False
2022-03-23,2022,3,Março,1,12,Quarta,23,False,2022-03,False,False
2022-03-24,2022,3,Março,1,12,Quinta,24,False,2022-03,False,False
2022-03-25,2022,3,Março,1,12,Sexta,25,False,2022-03,False,False
2022-03-26,2022,3,Março,1,12,Sábado,26,True,2022-03,False,False
2022-03-27,2022,3,Março,1,12,Domingo,27,True,2022-03,False,False
2022-03-28,2022,3,Março,1,13,Segunda,28,False,2022-03,False,False
2022-03-29,2022,3,Março,1,13,Terça,29,False,2022-03,False,False
2022-03-30,2022,3,Março,1,13,Quarta,30,False,2022-03,False,False
2022-03-31,2022,3,Março,1,13,Quinta,31,False,2022-03,False,False
2022-04-01,2022,4,Abril,2,13,Sexta,1,False,2022-04,False,False
2022-04-02,2022,4,Abril,2,13,Sábado,2,True,2022-04,False,False
2022-04-03,2022,4,Abril,2,13,Domingo,3,True,2022-04,False,False
2022-04-04,2022,4,Abril,2,14,Segunda,4,False,2022-04,False,False
2022-04-05,2022,4,Abril,2,14,Terça,5,False,2022-04,False,False
2022-04-06,2022,4,Abril,2,14,Quarta,6,False,2022-04,False,False
2022-04-07,2022,4,Abril,2,14,Quinta,7,False,2022-04,False,False
2022-04-08,2022,4,Abril,2,14,Sexta,8,False,2022-04,False,False
2022-04-09,2022,4,Abril,2,14,Sábado,9,True,2022-04,False,False
2022-04-10,2022,4,Abril,2,14,Domingo,10,True,2022-04,False,False
2022-04-11,2022,4,Abril,2,15,Segunda,11,False,2022-04,False,False
2022-04-12,2022,4,Abril,2,15,Terça,12,False,2022-04,False,False
2022-04-13,2022,4,Abril,2,15,Quarta,13,False,2022-04,False,False
2022-04-14,2022,4,Abril,2,15,Quinta,14,False,2022-04,False,False
2022-04-15,2022,4,Abril,2,15,Sexta,15,False,2022-04,False,False
2022-04-16,2022,4,Abril,2,15,Sábado,16,True,2022-04,False,False
2022-04-17,2022,4,Abril,2,15,Domingo,17,True,2022-04,False,False
2022-04-18,2022,4,Abril,2,16,Segunda,18,False,2022-04,False,False
2022-04-19,2022,4,Abril,2,16,Terça,19,False,2022-04,False,False
2022-04-20,2022,4,Abril,2,16,Quarta,20,False,2022-04,False,False
2022-04-21,2022,4,Abril,2,16,Quinta,21,False,2022-04,False,False
2022-04-22,2022,4,Abril,2,16,Sexta,22,False,2022-04,False,False
2022-04-23,2022,4,Abril,2,16,Sábado,23,True,2022-04,False,False
2022-04-24,2022,4,Abril,2,16,Domingo,24,True,2022-04,False,False
2022-04-25,2022,4,Abril,2,17,Segunda,25,False,2022-04,False,False
2022-04-26,2022,4,Abril,2,17,Terça,26,False,2022-04,False,False
2022-04-27,2022,4,Abril,2,17,Quarta,27,False,2022-04,False,False
2022-04-28,2022,4,Abril,2,17,Quinta,28,False,2022-04,False,False
2022-04-29,2022,4,Abril,2,17,Sexta,29,False,2022-04,False,False
2022-04-30,2022,4,Abril,2,17,Sábado,30,True,2022-04,False,False
2022-05-01,2022,5,Maio,2,17,Domingo,1,True,2022-05,False,False
2022-05-02,2022,5,Maio,2,18,Segunda,2,False,2022-05,False,False
2022-05-03,2022,5,Maio,2,18,Terça,3,False,2022-05,False,False
2022-05-04,2022,5,Maio,2,18,Quarta,4,False,2022-05,False,False
2022-05-05,2022,5,Maio,2,18,Quinta,5,False,2022-05,False,False
2022-05-06,2022,5,Maio,2,18,Sexta,6,False,2022-05,False,False
2022-05-07,2022,5,Maio,2,18,Sábado,7,True,2022-05,False,False
2022-05-08,2022,5,Maio,2,18,Domingo,8,True,2022-05,False,False
2022-05-09,2022,5,Maio,2,19,Segunda,9,False,2022-05,False,False
2022-05-10,2022,5,Maio,2,19,Terça,10,False,2022-05,False,False
2022-05-11,2022,5,Maio,2,19,Quarta,11,False,2022-05,False,False
2022-05-12,2022,5,Maio,2,19,Quinta,12,False,2022-05,False,False
2022-05-13,2022,5,Maio,2,19,Sexta,13,False,2022-05,False,False
2022-05-14,2022,5,Maio,2,19,Sábado,14,True,2022-05,False,False
2022-05-15,2022,5,Maio,2,19,Domingo,15,True,2022-05,False,False
2022-05-16,2022,5,Maio,2,20,Segunda,16,False,2022-05,False,False
2022-05-17,2022,5,Maio,2,20,Terça,17,False,2022-05,False,False
2022-05-18,2022,5,Maio,2,20,Quarta,18,False,2022-05,False,False
2022-05-19,2022,5,Maio,2,20,Quinta,19,False,2022-05,False,False
2022-05-20,2022,5,Maio,2,20,Sexta,20,False,2022-05,False,False
2022-05-21,2022,5,Maio,2,20,Sábado,21,True,2022-05,False,False
2022-05-22,2022,5,Maio,2,20,Domingo,22,True,2022-05,False,False
2022-05-23,2022,5,Maio,2,21,Segunda,23,False,2022-05,False,False
2022-05-24,2022,5,Maio,2,21,Terça,24,False,2022-05,False,False
2022-05-25,2022,5,Maio,2,21,Quarta,25,False,2022-05,False,False
2022-05-26,2022,5,Maio,2,21,Quinta,26,False,2022-05,False,False
2022-05-27,2022,5,Maio,2,21,Sexta,27,False,2022-05,False,False
2022-05-28,2022,5,Maio,2,21,Sábado,28,True,2022-05,False,False
2022-05-29,2022,5,Maio,2,21,Domingo,29,True,2022-05,False,False
2022-05-30,2022,5,Maio,2,22,Segunda,30,False,2022-05,False,False
2022-05-31,2022,5,Maio,2,22,Terça,31,False,2022-05,False,False
2022-06-01,2022,6,Junho,2,22,Quarta,1,False,2022-06,False,False
2022-06-02,2022,6,Junho,2,22,Quinta,2,False,2022-06,False,False
2022-06-03,2022,6,Junho,2,22,Sexta,3,False,2022-06,False,False
2022-06-04,2022,6,Junho,2,22,Sábado,4,True,2022-06,False,False
2022-06-05,2022,6,Junho,2,22,Domingo,5,True,2022-06,False,False
2022-06-06,2022,6,Junho,2,23,Segunda,6,False,2022-06,False,False
2022-06-07,2022,6,Junho,2,23,Terça,7,False,2022-06,False,False
2022-06-08,2022,6,Junho,2,23,Quarta,8,False,2022-06,False,False
2022-06-09,2022,6,Junho,2,23,Quinta,9,False,2022-06,False,False
2022-06-10,2022,6,Junho,2,23,Sexta,10,False,2022-06,False,False
2022-06-11,2022,6,Junho,2,23,Sábado,11,True,2022-06,False,False
2022-06-12,2022,6,Junho,2,23,Domingo,12,True,2022-06,False,False
2022-06-13,2022,6,Junho,2,24,Segunda,13,False,2022-06,False,False
2022-06-14,2022,6,Junho,2,24,Terça,14,False,2022-06,False,False
2022-06-15,2022,6,Junho,2,24,Quarta,15,False,2022-06,False,False
2022-06-16,2022,6,Junho,2,24,Quinta,16,False,2022-06,False,False
2022-06-17,2022,6,Junho,2,24,Sexta,17,False,2022-06,False,False
2022-06-18,2022,6,Junho,2,24,Sábado,18,True,2022-06,False,False
2022-06-19,2022,6,Junho,2,24,Domingo,19,True,2022-06,False,False
2022-06-20,2022,6,Junho,2,25,Segunda,20,False,2022-06,False,False
2022-06-21,2022,6,Junho,2,25,Terça,21,False,2022-06,False,False
2022-06-22,2022,6,Junho,2,25,Quarta,22,False,2022-06,False,False
2022-06-23,2022,6,Junho,2,25,Quinta,23,False,2022-06,False,False
2022-06-24,2022,6,Junho,2,25,Sexta,24,False,2022-06,False,False
2022-06-25,2022,6,Junho,2,25,Sábado,25,True,2022-06,False,False
2022-06-26,2022,6,Junho,2,25,Domingo,26,True,2022-06,False,False
2022-06-27,2022,6,Junho,2,26,Segunda,27,False,2022-06,False,False
2022-06-28,2022,6,Junho,2,26,Terça,28,False,2022-06,False,False
2022-06-29,2022,6,Junho,2,26,Quarta,29,False,2022-06,False,False
2022-06-30,2022,6,Junho,2,26,Quinta,30,False,2022-06,False,False
2022-07-01,2022,7,Julho,3,26,Sexta,1,False,2022-07,False,False
2022-07-02,2022,7,Julho,3,26,Sábado,2,True,2022-07,False,False
2022-07-03,2022,7,Julho,3,26,Domingo,3,True,2022-07,False,False
2022-07-04,2022,7,Julho,3,27,Segunda,4,False,2022-07,False,False
2022-07-05,2022,7,Julho,3,27,Terça,5,False,2022-07,False,False
2022-07-06,2022,7,Julho,3,27,Quarta,6,False,2022-07,False,False
2022-07-07,2022,7,Julho,3,27,Quinta,7,False,2022-07,False,False
2022-07-08,2022,7,Julho,3,27,Sexta,8,False,2022-07,False,False
2022-07-09,2022,7,Julho,3,27,Sábado,9,True,2022-07,False,False
2022-07-10,2022,7,Julho,3,27,Domingo,10,True,2022-07,False,False
2022-07-11,2022,7,Julho,3,28,Segunda,11,False,2022-07,False,False
2022-07-12,2022,7,Julho,3,28,Terça,12,False,2022-07,False,False
2022-07-13,2022,7,Julho,3,28,Quarta,13,False,2022-07,False,False
2022-07-14,2022,7,Julho,3,28,Quinta,14,False,2022-07,False,False
2022-07-15,2022,7,Julho,3,28,Sexta,15,False,2022-07,False,False
2022-07-16,2022,7,Julho,3,28,Sábado,16,True,2022-07,False,False
2022-07-17,2022,7,Julho,3,28,Domingo,17,True,2022-07,False,False
2022-07-18,2022,7,Julho,3,29,Segunda,18,False,2022-07,False,False
2022-07-19,2022,7,Julho,3,29,Terça,19,False,2022-07,False,False
2022-07-20,2022,7,Julho,3,29,Quarta,20,False,2022-07,False,False
2022-07-21,2022,7,Julho,3,29,Quinta,21,False,2022-07,False,False
2022-07-22,2022,7,Julho,3,29,Sexta,22,False,2022-07,False,False
2022-07-23,2022,7,Julho,3,29,Sábado,23,True,2022-07,False,False
2022-07-24,2022,7,Julho,3,29,Domingo,24,True,2022-07,False,False
2022-07-25,2022,7,Julho,3,30,Segunda,25,False,2022-07,False,False
2022-07-26,2022,7,Julho,3,30,Terça,26,False,2022-07,False,False
2022-07-27,2022,7,Julho,3,30,Quarta,27,False,2022-07,False,False
2022-07-28,2022,7,Julho,3,30,Quinta,28,False,2022-07,False,False
2022-07-29,2022,7,Julho,3,30,Sexta,29,False,2022-07,False,False
2022-07-30,2022,7,Julho,3,30,Sábado,30,True,2022-07,False,False
2022-07-31,2022,7,Julho,3,30,Domingo,31,True,2022-07,False,False
2022-08-01,2022,8,Agosto,3,31,Segunda,1,False,2022-08,False,False
2022-08-02,2022,8,Agosto,3,31,Terça,2,False,2022-08,False,False
2022-08-03,2022,8,Agosto,3,31,Quarta,3,False,2022-08,False,False
2022-08-04,2022,8,Agosto,3,31,Quinta,4,False,2022-08,False,False
2022-08-05,2022,8,Agosto,3,31,Sexta,5,False,2022-08,False,False
2022-08-06,2022,8,Agosto,3,31,Sábado,6,True,2022-08,False,False
2022-08-07,2022,8,Agosto,3,31,Domingo,7,True,2022-08,False,False
2022-08-08,2022,8,Agosto,3,32,Segunda,8,False,2022-08,False,False
2022-08-09,2022,8,Agosto,3,32,Terça,9,False,2022-08,False,False
2022-08-10,2022,8,Agosto,3,32,Quarta,10,False,2022-08,False,False
2022-08-11,2022,8,Agosto,3,32,Quinta,11,False,2022-08,False,False
2022-08-12,2022,8,Agosto,3,32,Sexta,12,False,2022-08,False,False
2022-08-13,2022,8,Agosto,3,32,Sábado,13,True,2022-08,False,False
2022-08-14,2022,8,Agosto,3,32,Domingo,14,True,2022-08,False,False
2022-08-15,2022,8,Agosto,3,33,Segunda,15,False,2022-08,False,False
2022-08-16,2022,8,Agosto,3,33,Terça,16,False,2022-08,False,False
2022-08-17,2022,8,Agosto,3,33,Quarta,17,False,2022-08,False,False
2022-08-18,2022,8,Agosto,3,33,Quinta,18,False,2022-08,False,False
2022-08-19,2022,8,Agosto,3,33,Sexta,19,False,2022-08,False,False
2022-08-20,2022,8,Agosto,3,33,Sábado,20,True,2022-08,False,False
2022-08-21,2022,8,Agosto,3,33,Domingo,21,True,2022-08,False,False
2022-08-22,2022,8,Agosto,3,34,Segunda,22,False,2022-08,False,False
2022-08-23,2022,8,Agosto,3,34,Terça,23,False,2022-08,False,False
2022-08-24,2022,8,Agosto,3,34,Quarta,24,False,2022-08,False,False
2022-08-25,2022,8,Agosto,3,34,Quinta,25,False,2022-08,False,False
2022-08-26,2022,8,Agosto,3,34,Sexta,26,False,2022-08,False,False
2022-08-27,2022,8,Agosto,3,34,Sábado,27,True,2022-08,False,False
2022-08-28,2022,8,Agosto,3,34,Domingo,28,True,2022-08,False,False
2022-08-29,2022,8,Agosto,3,35,Segunda,29,False,2022-08,False,False
2022-08-30,2022,8,Agosto,3,35,Terça,30,False,2022-08,False,False
2022-08-31,2022,8,Agosto,3,35,Quarta,31,False,2022-08,False,False
2022-09-01,2022,9,Setembro,3,35,Quinta,1,False,2022-09,False,False
2022-09-02,2022,9,Setembro,3,35,Sexta,2,False,2022-09,False,False
2022-09-03,2022,9,Setembro,3,35,Sábado,3,True,2022-09,False,False
2022-09-04,2022,9,Setembro,3,35,Domingo,4,True,2022-09,False,False
2022-09-05,2022,9,Setembro,3,36,Segunda,5,False,2022-09,False,False
2022-09-06,2022,9,Setembro,3,36,Terça,6,False,2022-09,False,False
2022-09-07,2022,9,Setembro,3,36,Quarta,7,False,2022-09,False,False
2022-09-08,2022,9,Setembro,3,36,Quinta,8,False,2022-09,False,False
2022-09-09,2022,9,Setembro,3,36,Sexta,9,False,2022-09,False,False
2022-09-10,2022,9,Setembro,3,36,Sábado,10,True,2022-09,False,False
2022-09-11,2022,9,Setembro,3,36,Domingo,11,True,2022-09,False,False
2022-09-12,2022,9,Setembro,3,37,Segunda,12,False,2022-09,False,False
2022-09-13,2022,9,Setembro,3,37,Terça,13,False,2022-09,False,False
2022-09-14,2022,9,Setembro,3,37,Quarta,14,False,2022-09,False,False
2022-09-15,2022,9,Setembro,3,37,Quinta,15,False,2022-09,False,False
2022-09-16,2022,9,Setembro,3,37,Sexta,16,False,2022-09,False,False
2022-09-17,2022,9,Setembro,3,37,Sábado,17,True,2022-09,False,False
2022-09-18,2022,9,Setembro,3,37,Domingo,18,True,2022-09,False,False
2022-09-19,2022,9,Setembro,3,38,Segunda,19,False,2022-09,False,False
2022-09-20,2022,9,Setembro,3,38,Terça,20,False,2022-09,False,False
2022-09-21,2022,9,Setembro,3,38,Quarta,21,False,2022-09,False,False
2022-09-22,2022,9,Setembro,3,38,Quinta,22,False,2022-09,False,False
2022-09-23,2022,9,Setembro,3,38,Sexta,23,False,2022-09,False,False
2022-09-24,2022,9,Setembro,3,38,Sábado,24,True,2022-09,False,False
2022-09-25,2022,9,Setembro,3,38,Domingo,25,True,2022-09,False,False
2022-09-26,2022,9,Setembro,3,39,Segunda,26,False,2022-09,False,False
2022-09-27,2022,9,Setembro,3,39,Terça,27,False,2022-09,False,False
2022-09-28,2022,9,Setembro,3,39,Quarta,28,False,2022-09,False,False
2022-09-29,2022,9,Setembro,3,39,Quinta,29,False,2022-09,False,False
2022-09-30,2022,9,Setembro,3,39,Sexta,30,False,2022-09,False,False
2022-10-01,2022,10,Outubro,4,39,Sábado,1,True,2022-10,False,False
2022-10-02,2022,10,Outubro,4,39,Domingo,2,True,2022-10,False,False
2022-10-03,2022,10,Outubro,4,40,Segunda,3,False,2022-10,False,False
2022-10-04,2022,10,Outubro,4,40,Terça,4,False,2022-10,False,False
2022-10-05,2022,10,Outubro,4,40,Quarta,5,False,2022-10,False,False
2022-10-06,2022,10,Outubro,4,40,Quinta,6,False,2022-10,False,False
2022-10-07,2022,10,Outubro,4,40,Sexta,7,False,2022-10,False,False
2022-10-08,2022,10,Outubro,4,40,Sábado,8,True,2022-10,False,False
2022-10-09,2022,10,Outubro,4,40,Domingo,9,True,2022-10,False,False
2022-10-10,2022,10,Outubro,4,41,Segunda,10,False,2022-10,False,False
2022-10-11,2022,10,Outubro,4,41,Terça,11,False,2022-10,False,False
2022-10-12,2022,10,Outubro,4,41,Quarta,12,False,2022-10,False,False
2022-10-13,2022,10,Outubro,4,41,Quinta,13,False,2022-10,False,False
2022-10-14,2022,10,Outubro,4,41,Sexta,14,False,2022-10,False,False
2022-10-15,2022,10,Outubro,4,41,Sábado,15,True,2022-10,False,False
2022-10-16,2022,10,Outubro,4,41,Domingo,16,True,2022-10,False,False
2022-10-17,2022,10,Outubro,4,42,Segunda,17,False,2022-10,False,False
2022-10-18,2022,10,Outubro,4,42,Terça,18,False,2022-10,False,False
2022-10-19,2022,10,Outubro,4,42,Quarta,19,False,2022-10,False,False
2022-10-20,2022,10,Outubro,4,42,Quinta,20,False,2022-10,False,False
2022-10-21,2022,10,Outubro,4,42,Sexta,21,False,2022-10,False,False
2022-10-22,2022,10,Outubro,4,42,Sábado,22,True,2022-10,False,False
2022-10-23,2022,10,Outubro,4,42,Domingo,23,True,2022-10,False,False
2022-10-24,2022,10,Outubro,4,43,Segunda,24,False,2022-10,False,False
2022-10-25,2022,10,Outubro,4,43,Terça,25,False,2022-10,False,False
2022-10-26,2022,10,Outubro,4,43,Quarta,26,False,2022-10,False,False
2022-10-27,2022,10,Outubro,4,43,Quinta,27,False,2022-10,False,False
2022-10-28,2022,10,Outubro,4,43,Sexta,28,False,2022-10,False,False
2022-10-29,2022,10,Outubro,4,43,Sábado,29,True,2022-10,False,False
2022-10-30,2022,10,Outubro,4,43,Domingo,30,True,2022-10,False,False
2022-10-31,2022,10,Outubro,4,44,Segunda,31,False,2022-10,False,False
2022-11-01,2022,11,Novembro,4,44,Terça,1,False,2022-11,False,False
2022-11-02,2022,11,Novembro,4,44,Quarta,2,False,2022-11,False,False
2022-11-03,2022,11,Novembro,4,44,Quinta,3,False,2022-11,False,False
2022-11-04,2022,11,Novembro,4,44,Sexta,4,False,2022-11,False,False
2022-11-05,2022,11,Novembro,4,44,Sábado,5,True,2022-11,False,False
2022-11-06,2022,11,Novembro,4,44,Domingo,6,True,2022-11,False,False
2022-11-07,2022,11,Novembro,4,45,Segunda,7,False,2022-11,False,False
2022-11-08,2022,11,Novembro,4,45,Terça,8,False,2022-11,False,False
2022-11-09,2022,11,Novembro,4,45,Quarta,9,False,2022-11,False,False
2022-11-10,2022,11,Novembro,4,45,Quinta,10,False,2022-11,False,False
2022-11-11,2022,11,Novembro,4,45,Sexta,11,False,2022-11,False,False
2022-11-12,2022,11,Novembro,4,45,Sábado,12,True,2022-11,False,False
2022-11-13,2022,11,Novembro,4,45,Domingo,13,True,2022-11,False,False
2022-11-14,2022,11,Novembro,4,46,Segunda,14,False,2022-11,False,False
2022-11-15,2022,11,Novembro,4,46,Terça,15,False,2022-11,False,False
2022-11-16,2022,11,Novembro,4,46,Quarta,16,False,2022-11,False,False
2022-11-17,2022,11,Novembro,4,46,Quinta,17,False,2022-11,False,False
2022-11-18,2022,11,Novembro,4,46,Sexta,18,False,2022-11,False,False
2022-11-19,2022,11,Novembro,4,46,Sábado,19,True,2022-11,False,False
2022-11-20,2022,11,Novembro,4,46,Domingo,20,True,2022-11,True,False
2022-11-21,2022,11,Novembro,4,47,Segunda,21,False,2022-11,True,False
2022-11-22,2022,11,Novembro,4,47,Terça,22,False,2022-11,True,False
2022-11-23,2022,11,Novembro,4,47,Quarta,23,False,2022-11,True,False
2022-11-24,2022,11,Novembro,4,47,Quinta,24,False,2022-11,True,False
2022-11-25,2022,11,Novembro,4,47,Sexta,25,False,2022-11,True,False
2022-11-26,2022,11,Novembro,4,47,Sábado,26,True,2022-11,True,False
2022-11-27,2022,11,Novembro,4,47,Domingo,27,True,2022-11,True,False
2022-11-28,2022,11,Novembro,4,48,Segunda,28,False,2022-11,True,False
2022-11-29,2022,11,Novembro,4,48,Terça,29,False,2022-11,True,False
2022-11-30,2022,11,Novembro,4,48,Quarta,30,False,2022-11,True,False
2022-12-01,2022,12,Dezembro,4,48,Quinta,1,False,2022-12,False,True
2022-12-02,2022,12,Dezembro,4,48,Sexta,2,False,2022-12,False,True
2022-12-03,2022,12,Dezembro,4,48,Sábado,3,True,2022-12,False,True
2022-12-04,2022,12,Dezembro,4,48,Domingo,4,True,2022-12,False,True
2022-12-05,2022,12,Dezembro,4,49,Segunda,5,False,2022-12,False,True
2022-12-06,2022,12,Dezembro,4,49,Terça,6,False,2022-12,False,True
2022-12-07,2022,12,Dezembro,4,49,Quarta,7,False,2022-12,False,True
2022-12-08,2022,12,Dezembro,4,49,Quinta,8,False,2022-12,False,True
2022-12-09,2022,12,Dezembro,4,49,Sexta,9,False,2022-12,False,True
2022-12-10,2022,12,Dezembro,4,49,Sábado,10,True,2022-12,False,True
2022-12-11,2022,12,Dezembro,4,49,Domingo,11,True,2022-12,False,True
2022-12-12,2022,12,Dezembro,4,50,Segunda,12,False,2022-12,False,True
2022-12-13,2022,12,Dezembro,4,50,Terça,13,False,2022-12,False,True
2022-12-14,2022,12,Dezembro,4,50,Quarta,14,False,2022-12,False,True
2022-12-15,2022,12,Dezembro,4,50,Quinta,15,False,2022-12,False,True
2022-12-16,2022,12,Dezembro,4,50,Sexta,16,False,2022-12,False,True
2022-12-17,2022,12,Dezembro,4,50,Sábado,17,True,2022-12,False,True
2022-12-18,2022,12,Dezembro,4,50,Domingo,18,True,2022-12,False,True
2022-12-19,2022,12,Dezembro,4,51,Segunda,19,False,2022-12,False,True
2022-12-20,2022,12,Dezembro,4,51,Terça,20,False,2022-12,False,True
2022-12-21,2022,12,Dezembro,4,51,Quarta,21,False,2022-12,False,True
2022-12-22,2022,12,Dezembro,4,51,Quinta,22,False,2022-12,False,True
2022-12-23,2022,12,Dezembro,4,51,Sexta,23,False,2022-12,False,True
2022-12-24,2022,12,Dezembro,4,51,Sábado,24,True,2022-12,False,True
