customer_id,acquisition_date,acquisition_channel,acquisition_campaign,segment,region,total_orders,total_revenue,status
112,2023-01-02,Meta Ads,Performance_Search,SMB,SP,4,749.62,churned
113,2023-01-02,Meta Ads,Performance_Search,SMB,CE,8,1498.71,churned
114,2023-01-02,Meta Ads,Performance_Search,SMB,DF,7,1226.38,active
115,2023-01-02,Meta Ads,Performance_Search,SMB,RS,5,1474.53,active
116,2023-01-02,Meta Ads,Performance_Search,SMB,MG,4,638.86,active
117,2023-01-02,Meta Ads,Performance_Search,SMB,RJ,3,623.85,active
118,2023-01-02,Meta Ads,Performance_Search,SMB,RS,6,1377.03,active
119,2023-01-02,Meta Ads,Performance_Search,Mid-Market,RJ,4,2996.24,active
120,2023-01-02,Meta Ads,Performance_Search,SMB,RJ,5,945.54,churned
121,2023-01-02,Meta Ads,Performance_Shopping,SMB,SP,4,1012.21,churned
122,2023-01-02,Meta Ads,Performance_Shopping,SMB,BA,3,333.13,churned
123,2023-01-02,Meta Ads,Performance_Shopping,Mid-Market,BA,6,5748.91,active
124,2023-01-02,Meta Ads,Performance_Shopping,SMB,SP,3,365.91,active
125,2023-01-02,Meta Ads,Performance_Shopping,SMB,MG,7,996.39,active
126,2023-01-02,Meta Ads,Performance_Shopping,Enterprise,CE,4,3917.55,churned
127,2023-01-02,Meta Ads,Remarketing_Display,SMB,RJ,1,131.07,active
128,2023-01-02,Meta Ads,Remarketing_Display,SMB,RJ,4,591.87,active
129,2023-01-02,Meta Ads,Remarketing_Display,SMB,SC,3,311.97,active
130,2023-01-02,Meta Ads,Remarketing_Display,SMB,ES,7,1414.81,active
131,2023-01-02,Meta Ads,Remarketing_Display,Mid-Market,DF,7,2035.71,active
132,2023-01-02,Meta Ads,Remarketing_Display,Mid-Market,ES,5,2541.75,active
133,2023-01-02,Meta Ads,Remarketing_Display,SMB,PR,2,181.52,active
134,2023-01-02,Meta Ads,Remarketing_Display,SMB,DF,9,1688.75,churned
135,2023-01-02,Meta Ads,Remarketing_Display,SMB,MG,6,1085.32,active
136,2023-01-02,Meta Ads,Remarketing_Display,Mid-Market,SC,2,2243.17,active
137,2023-01-02,Meta Ads,Video_Awareness_Amplo,Mid-Market,DF,4,3412.25,churned
138,2023-01-02,Meta Ads,Video_Awareness_Amplo,Mid-Market,PE,5,3785.6,active
139,2023-01-02,Meta Ads,Video_Awareness_Amplo,SMB,SP,10,1553.29,churned
140,2023-01-02,TikTok Ads,Display_Generico,Mid-Market,SP,4,3303.32,active
141,2023-01-02,TikTok Ads,Display_Generico,Mid-Market,ES,1,312.52,active
142,2023-01-02,TikTok Ads,Display_Generico,Mid-Market,CE,4,2439.49,churned
143,2023-01-02,TikTok Ads,Display_Generico,Enterprise,PR,7,7006.55,active
144,2023-01-02,TikTok Ads,Display_Generico,Enterprise,BA,2,1939.37,active
145,2023-01-02,TikTok Ads,Display_Generico,Mid-Market,ES,3,739.76,active
146,2023-01-02,TikTok Ads,Lead_Generation,SMB,MG,8,1415.71,active
147,2023-01-02,TikTok Ads,Lead_Generation,Mid-Market,DF,4,1656.81,active
148,2023-01-02,TikTok Ads,Lead_Generation,SMB,BA,4,900.18,churned
149,2023-01-02,TikTok Ads,Lead_Generation,Mid-Market,SP,4,1968.12,churned
150,2023-01-02,TikTok Ads,Lead_Generation,Mid-Market,ES,4,1839.16,active
151,2023-01-02,TikTok Ads,Lead_Generation,SMB,SP,3,440.74,active
152,2023-01-02,TikTok Ads,Lead_Generation,SMB,MG,2,503.25,active
153,2023-01-02,TikTok Ads,Lead_Generation,SMB,SP,3,744.78,churned
154,2023-01-02,TikTok Ads,Performance_Search,SMB,PR,3,270.81,active
155,2023-01-02,TikTok Ads,Performance_Search,Mid-Market,SC,9,4681.36,churned
156,2023-01-02,TikTok Ads,Performance_Search,Mid-Market,MG,3,1692.21,churned
157,2023-01-02,TikTok Ads,Performance_Search,SMB,GO,3,739.28,churned
158,2023-01-02,TikTok Ads,Performance_Search,Mid-Market,CE,4,1879.93,churned
159,2023-01-02,TikTok Ads,Performance_Search,SMB,SP,3,802.65,active
160,2023-01-02,TikTok Ads,Performance_Search,Enterprise,PR,3,2607.08,active
161,2023-01-02,TikTok Ads,Performance_Search,SMB,RS,3,478.97,active
162,2023-01-02,TikTok Ads,Performance_Search,SMB,DF,3,342.77,active
163,2023-01-02,TikTok Ads,Performance_Search,SMB,RJ,10,1518.28,churned
164,2023-01-02,TikTok Ads,Performance_Search,Enterprise,SP,3,3386.5,churned
165,2023-01-02,TikTok Ads,Performance_Search,SMB,SC,8,1396.04,churned
166,2023-01-02,TikTok Ads,Performance_Search,SMB,SC,2,354.18,active
167,2023-01-02,TikTok Ads,Performance_Search,SMB,SP,2,374.75,active
168,2023-01-02,TikTok Ads,Performance_Search,SMB,RS,5,1198.71,churned
169,2023-01-02,TikTok Ads,Performance_Search,SMB,PE,2,420.84,churned
170,2023-01-02,TikTok Ads,Performance_Search,SMB,SP,7,1184.66,active
171,2023-01-02,TikTok Ads,Performance_Search,SMB,SP,6,1137.04,active
172,2023-01-02,TikTok Ads,Performance_Shopping,SMB,SP,9,1922.22,active
173,2023-01-02,TikTok Ads,Performance_Shopping,SMB,RJ,7,1185.41,active
174,2023-01-02,TikTok Ads,Performance_Shopping,SMB,SP,9,1478.86,active
175,2023-01-02,TikTok Ads,Performance_Shopping,SMB,SP,1,134.68,active
176,2023-01-02,TikTok Ads,Performance_Shopping,SMB,CE,3,328.68,active
177,2023-01-02,TikTok Ads,Performance_Shopping,Enterprise,PE,7,8351.24,active
178,2023-01-02,TikTok Ads,Performance_Shopping,SMB,SP,5,796.64,active
179,2023-01-02,TikTok Ads,Performance_Shopping,Mid-Market,PR,6,3403.52,active
180,2023-01-02,TikTok Ads,Performance_Shopping,SMB,SP,3,304.84,active
181,2023-01-02,TikTok Ads,Performance_Shopping,Mid-Market,ES,8,5176.08,active
182,2023-01-02,TikTok Ads,Performance_Shopping,Mid-Market,CE,8,5895.27,churned
183,2023-01-02,TikTok Ads,Performance_Shopping,Enterprise,BA,3,3407.75,churned
184,2023-01-02,TikTok Ads,Performance_Shopping,SMB,MG,3,496.99,active
185,2023-01-02,TikTok Ads,Performance_Shopping,SMB,BA,3,500.71,active
186,2023-01-02,TikTok Ads,Remarketing_Display,Enterprise,SP,10,11230.76,churned
187,2023-01-02,TikTok Ads,Remarketing_Display,SMB,RJ,9,1439.67,churned
188,2023-01-02,TikTok Ads,Remarketing_Display,SMB,CE,5,888.11,churned
189,2023-01-02,TikTok Ads,Remarketing_Display,Mid-Market,RS,5,2607.58,churned
190,2023-01-02,TikTok Ads,Remarketing_Display,SMB,SP,5,1231.54,active
191,2023-01-02,TikTok Ads,Video_Awareness_Amplo,Mid-Market,BA,3,1570.87,churned
192,2023-01-02,TikTok Ads,Video_Awareness_Amplo,SMB,SP,8,1245.08,active
193,2023-01-02,TikTok Ads,Video_Awareness_Amplo,Mid-Market,MG,4,2378.25,active
194,2023-01-02,TikTok Ads,Video_Awareness_Amplo,Enterprise,BA,3,3837.75,active
195,2023-01-02,TikTok Ads,Video_Awareness_Amplo,SMB,BA,4,796.6,active
196,2023-01-02,TikTok Ads,Video_Awareness_Amplo,SMB,MG,6,1165.48,churned
197,2023-01-02,TikTok Ads,Video_Awareness_Amplo,Mid-Market,RS,6,3096.83,active
198,2023-01-03,Google Ads,Display_Generico,Mid-Market,RJ,4,3044.56,active
199,2023-01-03,Google Ads,Display_Generico,SMB,SP,5,871.04,churned
200,2023-01-03,Google Ads,Lead_Generation,Mid-Market,BA,7,2691.13,active
201,2023-01-03,Google Ads,Lead_Generation,Mid-Market,SP,5,1489.63,active
202,2023-01-03,Google Ads,Lead_Generation,Enterprise,SP,5,5931.42,active
203,2023-01-03,Google Ads,Lead_Generation,SMB,SP,5,867.73,active
204,2023-01-03,Google Ads,Lead_Generation,SMB,RJ,4,790.01,active
205,2023-01-03,Google Ads,Lead_Generation,SMB,MG,5,912.49,active
206,2023-01-03,Google Ads,Lead_Generation,Mid-Market,SP,6,2640.4,active
207,2023-01-03,Google Ads,Lead_Generation,Mid-Market,SP,6,4555.67,churned
208,2023-01-03,Google Ads,Performance_Search,SMB,CE,9,2206.74,active
209,2023-01-03,Google Ads,Performance_Search,SMB,BA,3,489.25,active
210,2023-01-03,Google Ads,Performance_Search,SMB,SP,4,687.22,active
211,2023-01-03,Google Ads,Performance_Search,SMB,MG,6,1356.43,active
212,2023-01-03,Google Ads,Performance_Search,Mid-Market,BA,6,4930.71,active
213,2023-01-03,Google Ads,Performance_Search,SMB,PR,5,912.48,churned
214,2023-01-03,Google Ads,Performance_Shopping,SMB,SP,8,1837.11,active
215,2023-01-03,Google Ads,Performance_Shopping,Enterprise,SP,5,5478.48,active
216,2023-01-03,Google Ads,Performance_Shopping,SMB,SP,2,242.16,churned
217,2023-01-03,Google Ads,Performance_Shopping,SMB,PR,4,846.48,active
218,2023-01-03,Google Ads,Performance_Shopping,SMB,SP,4,887.93,active
219,2023-01-03,Google Ads,Remarketing_Display,SMB,RJ,3,521.17,active
220,2023-01-03,Google Ads,Remarketing_Display,SMB,MG,7,1243.66,active
221,2023-01-03,Google Ads,Remarketing_Display,SMB,MG,3,319.7,active
222,2023-01-03,Google Ads,Remarketing_Display,Mid-Market,RJ,5,2755.48,churned
223,2023-01-03,Google Ads,Video_Awareness_Amplo,SMB,PR,4,896.11,active
224,2023-01-03,Meta Ads,Display_Generico,SMB,ES,3,774.43,active
225,2023-01-03,Meta Ads,Display_Generico,Mid-Market,MG,4,2833.93,active
226,2023-01-03,Meta Ads,Lead_Generation,SMB,RS,4,761.96,active
227,2023-01-03,Meta Ads,Lead_Generation,SMB,SC,5,1071.41,active
228,2023-01-03,Meta Ads,Lead_Generation,SMB,RJ,2,411.57,churned
229,2023-01-03,Meta Ads,Lead_Generation,Mid-Market,SP,8,4383.68,active
230,2023-01-03,Meta Ads,Lead_Generation,SMB,GO,2,453.39,active
231,2023-01-03,Meta Ads,Lead_Generation,Enterprise,RJ,3,3513.16,churned
232,2023-01-03,Meta Ads,Lead_Generation,SMB,SP,6,999.05,churned
233,2023-01-03,Meta Ads,Lead_Generation,Mid-Market,MG,3,1323.48,churned
234,2023-01-03,Meta Ads,Lead_Generation,SMB,MG,4,659.25,active
235,2023-01-03,Meta Ads,Performance_Search,SMB,CE,4,564.06,churned
236,2023-01-03,Meta Ads,Performance_Search,Mid-Market,SC,3,1887.12,active
237,2023-01-03,Meta Ads,Performance_Search,SMB,MG,4,1030.9,active
238,2023-01-03,Meta Ads,Performance_Search,SMB,SP,5,858.39,active
239,2023-01-03,Meta Ads,Performance_Shopping,Mid-Market,GO,5,4550.29,active
240,2023-01-03,Meta Ads,Performance_Shopping,SMB,MG,6,1561.44,active
241,2023-01-03,Meta Ads,Performance_Shopping,SMB,SP,5,918.46,active
242,2023-01-03,Meta Ads,Performance_Shopping,Mid-Market,SP,7,2587.6,active
243,2023-01-03,Meta Ads,Remarketing_Display,SMB,SC,5,1214.57,active
244,2023-01-03,Meta Ads,Remarketing_Display,Enterprise,RJ,3,3958.94,active
245,2023-01-03,Meta Ads,Video_Awareness_Amplo,SMB,PE,4,688.37,active
246,2023-01-03,Meta Ads,Video_Awareness_Amplo,Mid-Market,MG,5,2283.9,active
247,2023-01-03,Meta Ads,Video_Awareness_Amplo,Mid-Market,RJ,3,883.76,churned
248,2023-01-03,TikTok Ads,Display_Generico,SMB,SC,1,323.57,active
249,2023-01-03,TikTok Ads,Display_Generico,Mid-Market,BA,8,5950.01,active
250,2023-01-03,TikTok Ads,Display_Generico,SMB,RS,5,846.92,active
251,2023-01-03,TikTok Ads,Display_Generico,SMB,SC,1,324.46,churned
252,2023-01-03,TikTok Ads,Lead_Generation,SMB,SP,8,1761.73,churned
253,2023-01-03,TikTok Ads,Lead_Generation,SMB,BA,1,226.36,active
254,2023-01-03,TikTok Ads,Lead_Generation,Enterprise,MG,5,5071.85,active
255,2023-01-03,TikTok Ads,Lead_Generation,Mid-Market,MG,7,5243.9,churned
256,2023-01-03,TikTok Ads,Lead_Generation,SMB,SP,4,468.85,active
257,2023-01-03,TikTok Ads,Lead_Generation,Enterprise,PR,4,4440.45,active
258,2023-01-03,TikTok Ads,Lead_Generation,Mid-Market,PR,5,2439.9,active
259,2023-01-03,TikTok Ads,Lead_Generation,Enterprise,MG,5,4657.71,active
260,2023-01-03,TikTok Ads,Lead_Generation,SMB,RJ,3,609.53,active
261,2023-01-03,TikTok Ads,Lead_Generation,SMB,SP,4,988.17,churned
262,2023-01-03,TikTok Ads,Lead_Generation,SMB,PE,5,922.03,churned
263,2023-01-03,TikTok Ads,Lead_Generation,Mid-Market,RS,5,3542.67,active
264,2023-01-03,TikTok Ads,Lead_Generation,SMB,PR,3,566.21,active
265,2023-01-03,TikTok Ads,Lead_Generation,SMB,SP,3,512.21,churned
266,2023-01-03,TikTok Ads,Lead_Generation,SMB,PR,5,1087.0,churned
267,2023-01-03,TikTok Ads,Lead_Generation,Mid-Market,SP,6,2380.22,active
268,2023-01-03,TikTok Ads,Lead_Generation,SMB,SP,2,294.47,churned
269,2023-01-03,TikTok Ads,Lead_Generation,SMB,SP,5,884.99,active
270,2023-01-03,TikTok Ads,Lead_Generation,SMB,DF,1,396.08,churned
271,2023-01-03,TikTok Ads,Lead_Generation,SMB,SP,4,665.76,active
272,2023-01-03,TikTok Ads,Lead_Generation,Mid-Market,SP,6,4500.09,churned
273,2023-01-03,TikTok Ads,Performance_Search,Enterprise,MG,2,2416.24,active
274,2023-01-03,TikTok Ads,Performance_Search,Enterprise,SC,3,3767.71,active
275,2023-01-03,TikTok Ads,Performance_Search,SMB,PR,3,620.77,active
276,2023-01-03,TikTok Ads,Performance_Search,SMB,SP,7,1900.21,churned
277,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,SP,7,2950.15,active
278,2023-01-03,TikTok Ads,Performance_Search,SMB,RJ,9,1895.02,active
279,2023-01-03,TikTok Ads,Performance_Search,SMB,SP,3,855.02,active
280,2023-01-03,TikTok Ads,Performance_Search,Enterprise,RJ,1,1395.82,active
281,2023-01-03,TikTok Ads,Performance_Search,SMB,SP,7,1339.66,active
282,2023-01-03,TikTok Ads,Performance_Search,SMB,SP,2,164.79,churned
283,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,ES,4,1880.73,churned
284,2023-01-03,TikTok Ads,Performance_Search,SMB,RJ,3,625.99,active
285,2023-01-03,TikTok Ads,Performance_Search,SMB,PE,5,823.91,active
286,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,RJ,3,1457.94,churned
287,2023-01-03,TikTok Ads,Performance_Search,SMB,PE,7,1614.46,active
288,2023-01-03,TikTok Ads,Performance_Search,SMB,CE,6,1341.97,churned
289,2023-01-03,TikTok Ads,Performance_Search,SMB,SP,5,732.27,active
290,2023-01-03,TikTok Ads,Performance_Search,SMB,CE,4,415.22,churned
291,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,DF,4,1454.94,active
292,2023-01-03,TikTok Ads,Performance_Search,Enterprise,BA,5,5547.87,active
293,2023-01-03,TikTok Ads,Performance_Search,SMB,SC,3,494.89,churned
294,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,RS,7,6327.17,churned
295,2023-01-03,TikTok Ads,Performance_Search,SMB,RJ,5,887.57,active
296,2023-01-03,TikTok Ads,Performance_Search,SMB,SP,5,1067.36,churned
297,2023-01-03,TikTok Ads,Performance_Search,SMB,RS,2,497.99,active
298,2023-01-03,TikTok Ads,Performance_Search,SMB,SC,5,1149.27,active
299,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,RJ,5,1920.47,active
300,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,SC,7,3265.01,churned
301,2023-01-03,TikTok Ads,Performance_Search,Mid-Market,SP,3,1863.1,churned
302,2023-01-03,TikTok Ads,Performance_Search,SMB,GO,2,347.15,active
303,2023-01-03,TikTok Ads,Performance_Shopping,SMB,GO,3,659.62,active
304,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,PE,2,1415.0,active
305,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,CE,4,2717.81,active
306,2023-01-03,TikTok Ads,Performance_Shopping,SMB,MG,4,1050.23,active
307,2023-01-03,TikTok Ads,Performance_Shopping,SMB,CE,6,1425.77,churned
308,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,MG,3,2172.51,churned
309,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,3,671.55,active
310,2023-01-03,TikTok Ads,Performance_Shopping,Enterprise,SP,4,4581.71,active
311,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,GO,4,2125.97,active
312,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,4,636.48,active
313,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SC,10,2024.29,active
314,2023-01-03,TikTok Ads,Performance_Shopping,SMB,PR,1,342.14,churned
315,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,RS,7,2891.17,active
316,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RJ,5,854.31,churned
317,2023-01-03,TikTok Ads,Performance_Shopping,SMB,PR,3,669.52,churned
318,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RJ,4,587.85,churned
319,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,4,436.32,churned
320,2023-01-03,TikTok Ads,Performance_Shopping,Mid-Market,SC,6,2960.34,active
321,2023-01-03,TikTok Ads,Performance_Shopping,Enterprise,PR,5,5416.07,churned
322,2023-01-03,TikTok Ads,Performance_Shopping,SMB,SP,1,134.56,active
323,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RJ,5,803.13,churned
324,2023-01-03,TikTok Ads,Performance_Shopping,SMB,RS,2,206.48,churned
325,2023-01-03,TikTok Ads,Remarketing_Display,SMB,DF,5,749.6,active
326,2023-01-03,TikTok Ads,Remarketing_Display,SMB,SP,6,1137.03,active
327,2023-01-03,TikTok Ads,Remarketing_Display,SMB,RJ,3,566.85,active
328,2023-01-03,TikTok Ads,Remarketing_Display,SMB,PE,5,1113.78,active
329,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,SP,3,3009.62,churned
330,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,RJ,4,2234.48,active
331,2023-01-03,TikTok Ads,Remarketing_Display,SMB,DF,5,1382.92,active
332,2023-01-03,TikTok Ads,Remarketing_Display,Mid-Market,RS,8,2975.17,churned
